"","Easting","Northing"
"1",-102.616851278136,33.3727245867726
"2",-102.616851278136,33.3727245867726
"3",-102.616864825407,33.3729764138642
"4",-102.616981543159,33.3731887456571
"5",-102.628236778039,33.3727822623753
"6",-102.628453339638,33.3730388714694
"7",-102.628634141323,33.3732668447506
"8",-102.628961272447,33.3734092500593
"9",-102.629162853593,33.37358442081
"10",-102.629463643337,33.3737867337972
"11",-102.638027259157,33.3830218462016
"12",-102.638333330112,33.3833089969739
"13",-102.638736932656,33.3834474233794
"14",-102.612568530163,33.3580270280588
"15",-102.612816716586,33.3583816521366
"16",-102.601607090639,33.3434096454264
"17",-102.599807655826,33.3434487991955
"18",-102.598133917401,33.3433704368183
"19",-102.596868565339,33.3431692169905
"20",-102.611873024407,33.3361317923851
"21",-102.611882867019,33.3357713111321
"22",-102.611885327645,33.3356811908152
"23",-102.603850366493,33.3434430533601
"24",-102.581453539424,33.3437570489237
"25",-102.61224961914,33.3580587625233
"26",-102.616532871589,33.3727752757178
"27",-102.637704550995,33.3830716052999
"28",-102.657851090376,33.3872947864631
"29",-102.663601522967,33.387295028473
"30",-102.680032988464,33.3938791739878
"31",-102.700044196029,33.388733499607
"32",-102.7145634401,33.3908773858865
"33",-103.867387376347,33.4077697220545
"34",-103.867038317871,33.4083157971526
"35",-103.866847728859,33.4083348003552
"36",-103.866648114006,33.4088831410879
"37",-103.866567820966,33.4088553502765
"38",-103.866729930178,33.409207673636
"39",-103.866713382258,33.4095709915474
"40",-103.865988455346,33.4101587245592
"41",-103.865797184478,33.4104780552685
"42",-103.865793908586,33.4105646084966
"43",-103.86581934562,33.4107587513005
"44",-103.865778823658,33.4119732508827
"45",-103.866340836928,33.4077024410288
"46",-103.865711692189,33.4079546361299
"47",-103.865258786629,33.4080506061686
"48",-103.864772434441,33.407964083001
"49",-103.864627799945,33.407840415546
"50",-103.864267748369,33.4077880560785
"51",-103.863604859985,33.4077819857414
"52",-103.863214925798,33.4077784133015
"53",-103.862971216294,33.4077761798982
"54",-103.862826588714,33.4076522037878
"55",-103.862046721779,33.4076450528155
"56",-103.862047788027,33.4075632865923
"57",-103.861873575176,33.4077062372851
"58",-103.8670018596,33.4070862979809
"59",-103.344342613978,33.7119410069978
"60",-103.36344974943,33.6865894800934
"61",-103.363361751288,33.6865883143073
"62",-103.363263974621,33.6865870189032
"63",-103.363166197961,33.6865857234218
