"","Easting","Northing"
"64",-103.363068421307,33.6865844278631
"65",-103.362677315833,33.6865792448692
"66",-103.362532976335,33.6864546966267
"67",-103.362435199861,33.6864534005714
"68",-103.362239648009,33.686450808243
"69",-103.362141871553,33.6864495119557
"70",-103.361848542223,33.6864456226298
"71",-103.361222775116,33.6864373231011
"72",-103.362723809606,33.6938923065459
"73",-103.361514511558,33.684282980678
"74",-103.361524421726,33.6841586643681
"75",-103.361525978644,33.6840766216473
"76",-103.361527826407,33.6839792522629
"77",-103.361530153207,33.6838566389616
"78",-103.361533266992,33.6836925535104
"79",-103.361534498811,33.6836276405833
"80",-103.361539460268,33.683366185731
"81",-103.361542266029,33.6832183284989
"82",-103.361547381357,33.6829487595113
"83",-103.361550015981,33.6828099179543
"84",-103.361553574406,33.6826223916902
"85",-103.361428836498,33.6826017996373
"86",-103.361437202718,33.6821609326053
"87",-103.361444662016,33.6817678486796
"88",-103.183409532015,33.6087059443
"89",-103.236284904566,33.6106445543204
"90",-103.236421527559,33.6107628326513
"91",-103.236489309648,33.6108215133213
"92",-103.23664499698,33.6109562953536
"93",-103.236951077569,33.6112212744615
"94",-103.237045338058,33.6113028768815
"95",-103.237140657834,33.6113853961144
"96",-103.237215854675,33.6114504945719
"97",-103.23735777578,33.611573356333
"98",-103.237534648169,33.6117264748819
"99",-103.237656446883,33.6118319156614
"100",-103.237779305018,33.6119382732036
"101",-103.237948765008,33.6120849730747
"102",-103.238070564731,33.612190413473
"103",-103.238987779118,33.6129844219147
"104",-103.239171012182,33.6131430394673
"105",-103.239326707856,33.6132778183444
"106",-103.239391821255,33.6134149145548
"107",-103.239459607427,33.6134735937045
"108",-102.254821431036,33.2389559891531
"109",-102.812999330532,31.62683542435
"110",-102.812999330532,31.62683542435
"111",-102.81449548995,31.631370734775
"112",-102.810644321109,31.6310702240396
"113",-102.815402752636,31.6317921394096
"114",-102.81600148702,31.6323345294473
"115",-102.606383269735,31.3822946721326
"116",-102.606383246862,31.3822955736114
"117",-103.232378536694,33.3729020800873
"118",-103.232378536694,33.3729020800873
"119",-103.232316612705,33.3729877720982
"120",-103.232210485675,33.3731332558785
"121",-103.23206824237,33.3733106903105
"122",-103.262209482791,33.6429104077304
"123",-103.262209482791,33.6429104077304
"124",-103.262209482791,33.6429104077304
"125",-103.051920360682,33.6267602540247
"126",-103.051920360682,33.6267602540247
"127",-103.051920360682,33.6267602540247
"128",-102.939818888732,33.1497225967606
"129",-103.047968461791,33.0968517185261
"130",-103.048056052436,33.0968152145572
"131",-103.048138307792,33.0967777251434
"132",-103.048216617778,33.0967248430909
"133",-103.048317160195,33.0966840327421
"134",-103.048389776067,33.0966463921798
"135",-103.048475343854,33.0966044453591
"136",-103.04860105767,33.0965396800832
"137",-103.048682381001,33.096495863025
"138",-103.048766877484,33.096453899221
"139",-103.048847109707,33.0964109667771
"140",-103.110810451518,33.2030200051704
"141",-103.110810451518,33.2030200051704
"142",-103.110810451518,33.2030200051704
"143",-103.052920394378,33.5704510622954
"144",-103.052920394378,33.5704510622954
"145",-103.052920394378,33.5704510622954
"146",-103.052920394378,33.5704510622954
"147",-103.052920394378,33.5704510622954
"148",-103.052920394378,33.5704510622954
"149",-103.052920394378,33.5704510622954
