"","Easting","Northing"
"1",-107.171670209076,34.9982865815422
"2",-107.171670209076,34.9982865815422
"3",-107.171670209076,34.9982865815422
"4",-107.171670209076,34.9982865815422
"5",-107.171670209076,34.9982865815422
"6",-107.171670209076,34.9982865815422
"7",-107.171670209076,34.9982865815422
"8",-107.171670209076,34.9982865815422
"9",-107.171670209076,34.9982865815422
"10",-107.171670209076,34.9982865815422
"11",-107.171670209076,34.9982865815422
"12",-107.171670209076,34.9982865815422
"13",-107.171670209076,34.9982865815422
"14",-107.171670209076,34.9982865815422
"15",-107.171670209076,34.9982865815422
"16",-107.171670209076,34.9982865815422
"17",-107.171670209076,34.9982865815422
"18",-107.171670209076,34.9982865815422
"19",-107.171670209076,34.9982865815422
"20",-107.171670209076,34.9982865815422
"21",-107.171670209076,34.9982865815422
"22",-105.106083942442,38.5023092864016
"23",-105.106083942442,38.5023092864016
"24",-105.106083942442,38.5023092864016
"25",-105.106083942442,38.5023092864016
"26",-105.106083942442,38.5023092864016
"27",-105.106083942442,38.5023092864016
"28",-105.106083942442,38.5023092864016
"29",-105.106083942442,38.5023092864016
"30",-105.106083942442,38.5023092864016
"31",-105.106083942442,38.5023092864016
"32",-105.106083942442,38.5023092864016
"33",-105.106083942442,38.5023092864016
"34",-105.106083942442,38.5023092864016
"35",-105.106083942442,38.5023092864016
"36",-105.106083942442,38.5023092864016
"37",-105.106083942442,38.5023092864016
"38",-105.106083942442,38.5023092864016
"39",-105.106083942442,38.5023092864016
"40",-105.106083942442,38.5023092864016
"41",-105.106083942442,38.5023092864016
"42",-105.106083942442,38.5023092864016
