"","Easting","Northing"
"1",-111.985009973125,34.727339833276
"2",-111.985009973125,34.727339833276
"3",-111.985009973125,34.727339833276
"4",-111.985009973125,34.727339833276
"5",-111.985009973125,34.727339833276
"6",-111.985009973125,34.727339833276
"7",-111.985009973125,34.727339833276
"8",-111.985009973125,34.727339833276
"9",-111.985009973125,34.727339833276
"10",-111.985009973125,34.727339833276
"11",-111.985009973125,34.727339833276
"12",-111.985009973125,34.727339833276
"13",-111.985009973125,34.727339833276
"14",-111.985009973125,34.727339833276
"15",-111.985009973125,34.727339833276
"16",-111.985009973125,34.727339833276
"17",-111.985009973125,34.727339833276
"18",-111.985009973125,34.727339833276
"19",-111.985009973125,34.727339833276
"20",-111.985009973125,34.727339833276
"21",-111.985009973125,34.727339833276
"22",-111.985009973125,34.727339833276
"23",-111.985009973125,34.727339833276
"24",-111.985009973125,34.727339833276
"25",-111.985009973125,34.727339833276
"26",-111.985009973125,34.727339833276
"27",-111.985009973125,34.727339833276
"28",-111.985009973125,34.727339833276
"29",-111.985009973125,34.727339833276
"30",-111.985009973125,34.727339833276
"31",-111.985009973125,34.727339833276
"32",-111.985009973125,34.727339833276
"33",-111.985009973125,34.727339833276
"34",-111.985009973125,34.727339833276
"35",-111.985009973125,34.727339833276
"36",-111.985009973125,34.727339833276
"37",-111.985009973125,34.727339833276
"38",-111.985009973125,34.727339833276
"39",-111.985009973125,34.727339833276
"40",-111.985009973125,34.727339833276
"41",-111.985009973125,34.727339833276
"42",-109.61794346807,36.9271639303167
"43",-109.615704081798,36.9271378490412
"44",-109.615625541544,36.9270729355518
"45",-109.61554810762,36.9270089362881
"46",-109.615485054378,36.9269568225661
"47",-109.615289258015,36.9267949955403
"48",-109.61509346248,36.9266331682045
"49",-109.614937490357,36.9265042546813
"50",-109.61478151876,36.9263753409614
"51",-109.614545903087,36.926180598586
"52",-109.61431139478,36.9259867700482
"53",-109.614603190114,36.9263651484285
"54",-109.61794346807,36.9271639303167
"55",-110.132877765017,36.6162310952479
"56",-110.132221981954,36.6193670458275
"57",-110.132540192136,36.6164179470782
"58",-110.132540192136,36.6164179470782
"59",-110.132540192136,36.6164179470782
"60",-110.132367853138,36.61641669229
"61",-110.132278398999,36.6164160408824
"62",-110.132291413174,36.6164765342228
"63",-110.132171226559,36.6165369589639
"64",-110.132127831906,36.6165708988016
"65",-110.132127831906,36.6165708988016
"66",-110.13217249302,36.6167019374012
"67",-110.132085274209,36.616868074277
"68",-110.130011129183,36.6175714203117
"69",-110.127952843151,36.6176284915625
"70",-110.127952843151,36.6176284915625
"71",-110.127203247546,36.617659061885
"72",-110.127192065615,36.6176589799757
"73",-110.127217787596,36.6183533007229
"74",-110.12720489296,36.6194971722358
"75",-110.126649816293,36.6205505294515
"76",-110.126041529083,36.6205460691745
"77",-110.12706455907,36.6197359352785
"78",-110.128184283992,36.6201200467264
"79",-110.128893949103,36.6201252372692
"80",-110.129262407845,36.6195131277003
"81",-110.129698808984,36.6203844321399
"82",-110.131011847631,36.6220680462434
"83",-110.131002235165,36.6229243727855
"84",-110.131943135163,36.6217953791207
"85",-110.132025762332,36.6184154663934
"86",-110.133028866881,36.6173175660355
"87",-110.132305698212,36.6195344275917
"88",-110.132012688371,36.618949041863
"89",-110.132877765017,36.6162310952479
"90",-111.983699858702,37.0957098213553
"91",-111.983699647444,37.0956934808736
"92",-111.983699858702,37.0957098213553
"93",-111.98375313132,37.0959136798549
"94",-111.983807264234,37.0960099951436
"95",-111.983774968816,37.0960360879655
"96",-111.983775497066,37.0960769436728
"97",-111.983725921816,37.096159075149
"98",-111.98387788561,37.0960760941498
"99",-111.984096156096,37.0962476385153
"100",-111.984094782169,37.0961414118864
"101",-111.983699858702,37.0957098213553
"102",-111.983699858702,37.0957098213553
"103",-111.983699858702,37.0957098213553
