Plant #,Long,Lat
QH-E-8-23,-99.87086334,35.77394285
QH-E-8-24,-99.87077256,35.7739372
QH-E-8-25,-99.87071666,35.77398539
QH-E-8-26,-99.87067482,35.77400372
QH-E-8-27,-99.87039768,35.77374968
QH-E-8-28,-99.8703215,35.77376465
QH-E-8-29,-99.87028826,35.77376039
QH-E-8-30,-99.87021198,35.77376545
QH-E-8-31,-99.81720621,35.79435024
QH-E-10,-101.3319871,32.28616841
QH-E-10-1,-101.3344383,32.2861231
QH-E-10-2,-101.3344178,32.28532086
QH-E-10-3,-101.3369709,32.28594095
QH-E-10-4,-101.3385135,32.28648052
QH-E-10-5,-101.3383462,32.28575315
QH-E-10-6,-101.3389559,32.28799639
QH-E-10-7,-101.3273907,32.28950883
QH-E-10-8,-101.3331352,32.28705803
QH-E-10-9,-101.3347004,32.28640683
QH-E-13,-101.3906003,33.45861011
QH-E-13-1,-101.3906003,33.45861011
QH-E-13-2,-101.3906003,33.45861011
QH-E-13-3,-101.3906003,33.45861011
QH-E-13-4,-101.3906003,33.45861011
QH-E-13-5,-101.3906003,33.45861011
QH-E-13-6,-101.3906003,33.45861011
QH-E-13-7,-101.3906003,33.45861011
QH-E-13-8,-101.3906003,33.45861011
QH-E-14,-101.0739003,33.43528023
QH-E-14-1,-101.0739003,33.43528023
QH-E-14-2,-101.0739003,33.43528023
QH-E-14-3,-101.0739003,33.43528023
QH-E-14-4,-101.0739003,33.43528023
QH-E-14-5,-101.0739003,33.43528023
QH-E-14-6,-101.0739003,33.43528023
QH-E-14-7,-101.0739003,33.43528023
QH-E-14-8,-101.0739003,33.43528023
QH-E-14-9,-101.0739003,33.43528023
QH-E-14-10,-101.0739003,33.43528023
QH-E-14-11,-101.0739003,33.43528023
QH-E-14-12,-101.0739003,33.43528023
QH-E-AUX8,-100.1122789,35.44871235
QH-E-AUX8-1,-100.1119852,35.36103359
QH-E-AUX8-2,-100.1118345,35.36103407
QH-E-AUX8-3,-100.1118345,35.36103407
QH-E-AUX8-4,-100.1118338,35.36098503
QH-E-AUX8-5,-100.1118331,35.360936
QH-E-AUX8-6,-100.1118326,35.36089922
QH-E-AUX8-7,-100.1118315,35.36081748
QH-E-AUX8-8,-100.1118307,35.36076026
QH-E-AUX8-9,-100.1119852,35.36103359
QH-E-AUX8-10,-100.1119847,35.36099272
QH-E-AUX8-11,-100.1121501,35.43358269
QH-E-AUX8-12,-100.1121501,35.43358269
QH-E-AUX8-13,-100.1121563,35.43403345
